Fines	Areas_actividad	TM 	frequency_l1	keywords_l1	frequency_l2	keywords_l2
Favour the training, promote the teaching, the research and the investigation in all that related with the sanitary assistance and sociosanitaria, as well as do divulging and diffusion.	Education	UNKNOWN	24	agreement (2), millennium (1), reason (1), system (1), fetter (1), put (1), fratern (1), insert (1), east (1), heart (1), accid (1), practis (1), vision (1), engag (1), process (1), affect (1), itinerari (0), space (0), meadow (0), infarct (0), 	4	sanitari (1), digniti (1), asia (1), littl (1), argentinian (0), meadow (0), absorpt (0), infarct (0), space (0), profit (0), itinerari (0), profil (0), communal (0), soloist (0), trauma (0), internet (0), formula (0), correct (0), announc (0), neighbourhood (0), 
Help to boys, teenage and young, usually escolarizados, that present dysfunctions of behaviour and/or lacks lectivas, so that they develop all his formative potentials, emprendedores, professional and of social implication, complementing the ruled preparation, to approach them as much as possible to the assumption of the maximum of his individual possibilities like esser human free, responsible, social and happy. Offer the equality of possibilities to all the users accepted, funding, totally or partially, the costs of the services that require  of the fdc.	Cultural - education	UNKNOWN	24	approach (2), pose (2), fourth (1), oblig (1), debat (1), cost (1), daili (1), organ (1), assumpt (1), inner (1), complement (1), investor (1), erad (1), dysfunct (1), tri (1), theolog (1), tread (1), struggl (1), usual (1), latin (1), 	3	possibl (3), total (1), fund (1), behaviour (1), partial (1), user (1), teenag (1), implic (1), happi (1), young (1), requir (1), lack (1), girl (0), space (0), internet (0), intermitt (0), trauma (0), profil (0), communal (0), meadow (0), 
The foundation espriu agglutinates to the Spanish institutions autogestión sanitary, asisa, lavinia and scias, that practise the cooperative sanitary model created by the dr. josep espriu, a system of provision of services of health based in an organisational vision of the health, opened to the management solidaria and shared, engaged with the social conception of the sanitary assistance, that does not do of the mercantile profitability his reason to be and that puts to the patient like axis of his performances.	Health (hospitable)	UNKNOWN	24	agreement (2), millennium (1), reason (1), system (1), fetter (1), put (1), fratern (1), insert (1), east (1), heart (1), accid (1), practis (1), vision (1), engag (1), process (1), affect (1), itinerari (0), space (0), meadow (0), infarct (0), 	3	agglutin (1), axi (1), sequela (1), surpass (1), mercantil (1), health (1), itinerari (0), infarct (0), space (0), profit (0), communal (0), meadow (0), announc (0), profil (0), trauma (0), internet (0), formula (0), absorpt (0), conting (0), soloist (0), 
Support to youngsters in labour training, especially agriculturalists, sia improving his professional training, sia offering them help because they can install or improve his economic exploitations.	Education	UNKNOWN	24	golf (2), chang (2), municip (1), sex (1), imperfect (1), provinc (1), exploit (1), poet (1), player (1), competit (1), english (1), enter (1), incorpor (1), popular (1), agriculturalist (1), literari (1), space (0), apparit (0), insular (0), romanc (0), 	3	instal (1), argentinian (0), announc (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), soloist (0), apparit (0), conting (0), neighbourhood (0), 
Integral training of boys/girls of the 3 to the 18 years. Promotion of the sport like educational and cultural element. Collaborate with the families in the task to educate his children.	Cultural - education	UNKNOWN	24	fact (2), program (1), occur (1), content (1), girl (1), chines (1), corpor (1), compani (1), medit (1), notaris (1), time (1), mark (1), merg (1), essenti (1), deleg (1), children (1), head (1), relax (1), find (1), tongu (1), 	3	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Granting of helps to boost the investigation and the scientific training of the medicine. - Granting help by millorarl'sanitary attention and asistencial of the people that suffer problems of health and his familiar. - Direct provision of services assisstencials and of espaldarazo to the people that  trobgen in situation of precariedad labour.	Research - social services	UNKNOWN	24	problem (1), minimis (1), undu (1), intent (1), materialis (1), drug (1), peculiar (1), said (1), abus (1), articl (1), spectrum (1), autist (1), girl (0), space (0), internet (0), trauma (0), intermitt (0), redistribut (0), profil (0), persian (0), 	3	grant (2), provis (1), argentinian (0), insular (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), 
Boost the consciousness, the reflection and the education in lathe the territory and the environment, generating or supporting to projects of creative character, with special incidence in those destined to communities with social vulnerability.	Cultural - research - social services	UNKNOWN	24	import (1), lath (1), therapeut (1), shortag (1), age (1), provid (1), visual (1), discrimin (1), micro (1), popul (1), elimin (1), ecolog (1), face (1), religion (1), attitud (1), prevent (1), erad (1), communal (0), meadow (0), itinerari (0), 	2	incid (1), reflect (1), profil (0), infarct (0), space (0), profit (0), itinerari (0), meadow (0), communal (0), argentinian (0), announc (0), trauma (0), internet (0), formula (0), correct (0), romanc (0), absorpt (0), soloist (0), apparit (0), conting (0), 
Help the marginado, especially greater people, residences, etc.	Social services	UNKNOWN	24	pursu (1), databas (1), true (1), resid (1), televis (1), basin (1), archiv (1), attain (1), sponsor (0), absorpt (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), perenni (0), itinerari (0), profit (0), space (0), infarct (0), 	2	tenni (1), practition (1), profil (0), infarct (0), space (0), profit (0), itinerari (0), meadow (0), communal (0), trauma (0), announc (0), internet (0), formula (0), correct (0), romanc (0), insular (0), absorpt (0), argentinian (0), apparit (0), conting (0), 
Prepare bonos professional and achieve a true and effective collaboration between the business world of the high field and the basin of barberà and the schools of professional training.	Education	UNKNOWN	24	pursu (1), databas (1), true (1), resid (1), televis (1), basin (1), archiv (1), attain (1), sponsor (0), absorpt (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), perenni (0), itinerari (0), profit (0), space (0), infarct (0), 	2	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Support to the education of any matter and degree and of cultural activities, sportive, educational and formative in general, in accordance with the ideario of the cultural institution of the cic. At present the educational foundation flos and treaded poses  promote like support of the iccic the function of follow-up and prospectiva of the new approaches and technological supports in the educational field, trying approach to the wide diversity of entities and cultural organisms, scientists and technological that they can interactuar with the schools to which it would be necessary to approach to find channels of collaboration.	Cultural - education - sportive - research	UNKNOWN	24	approach (2), pose (2), fourth (1), oblig (1), debat (1), cost (1), daili (1), organ (1), assumpt (1), inner (1), complement (1), investor (1), erad (1), dysfunct (1), tri (1), theolog (1), tread (1), struggl (1), usual (1), latin (1), 	2	channel (1), argentinian (0), romanc (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), dispos (0), 
Promotion, creation, sostenimiento and help of works asistenciales and social	Health (hospitable) - social services	UNKNOWN	24	agreement (2), millennium (1), reason (1), system (1), fetter (1), put (1), fratern (1), insert (1), east (1), heart (1), accid (1), practis (1), vision (1), engag (1), process (1), affect (1), itinerari (0), space (0), meadow (0), infarct (0), 	1	argentinian (0), individu (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), gaucher (0), 
Improve the quality of life of adults with transtornos of the autistic spectrum (tea).	Social services	UNKNOWN	24	problem (1), minimis (1), undu (1), intent (1), materialis (1), drug (1), peculiar (1), said (1), abus (1), articl (1), spectrum (1), autist (1), girl (0), space (0), internet (0), trauma (0), intermitt (0), redistribut (0), profil (0), persian (0), 	1	adult (1), argentinian (0), apparit (0), romanc (0), correct (0), formula (0), internet (0), trauma (0), profil (0), communal (0), meadow (0), itinerari (0), profit (0), space (0), infarct (0), absorpt (0), announc (0), soloist (0), conting (0), neighbourhood (0), 
"Construction of the ""torreó kill"" known also like ""the miranda of llinars of the vallès"" attributed to the architects francesc berenguer and antoni enjoy. Overthrown in 1960. despres Of the construction his aim will be the one of conservation of the work and the promotion of the modernist movement by reasons of historical interest-cultural."	Education - cultural	UNKNOWN	24	healthi (2), matter (2), construct (2), task (1), known (1), reason (1), movement (1), overthrown (1), enjoy (1), state (1), economi (1), path (1), kill (1), medicin (1), upper (1), architect (1), modernist (1), trade (1), conting (0), apparit (0), 	1	conserv (1), attribut (1), argentinian (0), profil (0), space (0), profit (0), itinerari (0), meadow (0), communal (0), trauma (0), absorpt (0), internet (0), formula (0), correct (0), romanc (0), insular (0), infarct (0), announc (0), deterior (0), soloist (0), 
